unique_id,customer_id,local_guide,date_year,text,store_name,company_name,text_response
393,1524,True,2023,"There wasn't much choice, depending on the prices",Competitor Outlet,competitor,
394,703,False,2024,Lots of selection of inexpensive sports and leisure clothing. Friendly sellers.,Competitor Outlet,competitor,"Hey Irmgard,

Thank you for your feedback. We are so pleased that you were able to feel the characteristic PUMA shopping vibe at the PUMA Outlet Herzogenaurach. Please visit us again soon 😊 …"
395,1228,False,2023,"Great outlet, tidy, good selection of products and friendly staff. You really can't say anything about the prices. Top! I will gladly come again.",Competitor Outlet,competitor,
396,1605,True,2023,"The store is just great! Basically, I only buy sportswear there. A very large selection of clothes and shoes for all seasons, reasonable prices and constant discounts. There is a large parking lot next to the store, where you can always find a place. Definitely recommend!!",Competitor Outlet,competitor,
397,1708,False,2023,"Very extensive range for the most common sports.
Great prices, nice staff.
Next door there is a very nice restaurant that invites you to linger.
Always happy ☺️",Competitor Outlet,competitor,
398,1834,True,2023,"All I can say is impressive, but still high prices. Nevertheless, we are loyal to puma. Have bought one",Competitor Outlet,competitor,"Hey Yvonne,

A big thank you for choosing PUMA and sharing your thoughts with us. We are …"
399,219,True,2023,Everything that makes your sportswear heart beat faster is available. Everyone will find something here. But it also has its price. We didn't find any bargains.,Competitor Outlet,competitor,
400,866,True,2023,"It was my first visit and I was a bit disappointed. In my opinion, there were no special exclusives or other exciting articles. There were a few good promotions in the sale on the upper floor - right at the back. However, the journey is only worth it if you are in the Nuremberg area anyway!",Competitor Outlet,competitor,
401,1184,True,2023,"Our favorite Puma outlet, always a pleasure to go to.",Competitor Outlet,competitor,
402,99,False,2023,"No outlet-worthy prices and poor selection in my opinion. A tiny selection, especially for football fans, with Girona jerseys making up 50% of this selection. …",Competitor Outlet,competitor,
403,971,False,2023,"Expected more. In terms of size alone, it's not what I expected at the headquarters",Competitor Outlet,competitor,"Hi Ma Zchue,

Thank you for sharing your thoughts with us. Your feedback means a lot to us and …"
404,1648,False,2024,Well constructed with system. It's worth it! Gladly again.,Competitor Outlet,competitor,"Hi Thomas!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
405,1079,True,2024,Good selection and numerous offers,Competitor Outlet,competitor,"Hi Martin, A big thank you for choosing PUMA. Your feedback means a lot to us and we look forward to welcoming you back to the PUMA Outlet Herzogenaurach. Have a good time and see you soon."
406,1407,True,2023,"Always worth a visit.
A friendly employee even checked for us from the warehouse to see if the jacket I liked was still available in my size. …",Competitor Outlet,competitor,
407,178,True,2021,"Parking spaces available, product prices identical to those of various online shops. Unfortunately, many things are only available in certain sizes. If you are nearby you can stop there.",Competitor Outlet,competitor,
408,429,False,2023,"Nice outlet, but the extremely long wait at the checkout is always annoying! With so many visitors during the holiday season, why are there only two cash registers open and progress is very slow? We stood in line for ages, repeatedly.",Competitor Outlet,competitor,
409,1515,True,2023,Great load. Free charging of electric cars with 11 kW.,Competitor Outlet,competitor,"Hi Sebastian!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
410,1835,True,2023,Very good and organized Puma outlet! It has a lot of Puma products at very good prices!,Competitor Outlet,competitor,
411,721,False,2023,"There was a good selection of clothing and shoes, but when it's so difficult to check out, you don't feel like buying anything anymore.
There were no less than 7 salespeople standing at the checkout and 4 of them …",Competitor Outlet,competitor,
412,642,True,2023,"If you're a fan of Puma, your heart shines. Great offers, great service and super nice staff. Strong!!👍 …",Competitor Outlet,competitor,
413,543,False,2023,"That was a disaster at the box office today. A cash register was broken - that can happen. Another one was opened and both snakes had to find each other somehow. - Pure chaos. Of course, after 20 minutes of waiting, a pack of underwear was …",Competitor Outlet,competitor,
414,227,False,2023,"Lots of choice, friendly price performance good",Competitor Outlet,competitor,
415,1115,False,2023,"Not recommended!
Little sports-themed clothing!
Staff unfriendly! …",Competitor Outlet,competitor,
416,1120,True,2023,Went shopping at the outlet on a Saturday. Still pleasantly quiet at 10 a.m. Very friendly staff. Store very well maintained and tidy.,Competitor Outlet,competitor,
417,1043,True,2023,"I didn't like the new fashion presented by the company, the average prices, which, given the average price, does not allow for a higher rating",Competitor Outlet,competitor,
418,146,True,2023,"A good choice, unfortunately for me, as a foreigner, even with a discount it’s a little expensive. There are other outlets nearby with promotions and sales, where you can find inexpensive, high-quality items. In general, sometimes the …",Competitor Outlet,competitor,
419,919,True,2019,"Good assortment, very large store with excellent service and prices. At the Puma Germany Headquarters",Competitor Outlet,competitor,
420,1404,True,2021,Short waiting time at the door. Disinfectant smells very good. Unfortunately the store is a bit untidy. Prices could also be better. Selection a bit thin.,Competitor Outlet,competitor,
421,1625,False,2023,To remain so nice and helpful amidst all the hustle and bustle is admirable,Competitor Outlet,competitor,"Hey Sylvia,

Thank you for your feedback. We are so pleased that you were able to feel the characteristic PUMA shopping vibe at the PUMA Outlet Herzogenaurach. Please visit us again soon 😊 …"
422,688,True,2024,Very nice and good offers,Competitor Outlet,competitor,"Hi Ilyas!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
423,1186,False,2023,Unfortunately everything is overpriced and you get ripped off at the checkout 🙈👎 …,Competitor Outlet,competitor,"Hi Milla,

Thank you for sharing your thoughts with us. Your feedback means a lot to us and …"
424,436,True,2023,"A large selection, discounts, everyone can find something for themselves at reasonable prices.",Competitor Outlet,competitor,
425,1566,True,2023,"Everything's great, but not so good that you can get a bargain here!",Competitor Outlet,competitor,
426,519,True,2022,"My heart already beats for Puma, but this is where my bargain finds its heart... whenever we're in the area we always stop by to browse",Competitor Outlet,competitor,
427,1768,True,2023,"I am changing my review from 5 to 1. Because you are staying to work in Russia. I am from Ukraine, and I am sad for you. Adidas is number one for me. Do not buy any things there - do not finance the war",Competitor Outlet,competitor,
428,17,False,2023,"Very full. Unfortunately, you have to look for bargains.",Competitor Outlet,competitor,"Hey Anne,

A big thank you for choosing PUMA and sharing your thoughts with us. We are …"
429,1873,True,2023,Every time I wanted to go out everything beeped because of an item I had bought there 2 years before. completely stupid,Competitor Outlet,competitor,
430,1028,True,2023,"Shop here regularly, lots of offers",Competitor Outlet,competitor,"Hi Marika!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
431,1220,True,2023,"Very large selection of clothing, shoes etc.",Competitor Outlet,competitor,
432,1422,True,2017,"Very well-stocked outlet store, although the selection of shoes could be larger.",Competitor Outlet,competitor,
433,744,True,2023,The selection wasn't particularly large. I've already visited better-stocked Puma outlets,Competitor Outlet,competitor,
434,1333,True,2019,Great selection and always good for a bargain!,Competitor Outlet,competitor,
435,1308,False,2024,I just like the store...,Competitor Outlet,competitor,"Hi Patrick!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
436,1087,True,2023,"The facility is great. Ample parking and clean.
There is more than enough shopping here. 2 stores that differentiate themselves, one offering new goods at normal prices and the other serving as a factor …",Competitor Outlet,competitor,
437,1141,True,2023,"Questionable distance concept when signs ask for distance, but the path through the store is guided in such a way that distance is hardly possible. …",Competitor Outlet,competitor,
438,962,True,2023,Lots of great offers at fair prices,Competitor Outlet,competitor,
439,1974,False,2024,Huge choice. Many discounts. I recommend,Competitor Outlet,competitor,"Hey there, Олег!

We wanted to drop you a quick note to say how much we appreciate your feedback. …"
440,809,False,2023,"Lots of choice, but some are still very expensive. There is a lot of underwear on offer for men, only 3 different packages for women, which was better a few years ago.",Competitor Outlet,competitor,
441,1888,True,2022,Mega beautifully decorated outlet. Neat and good quality.,Competitor Outlet,competitor,
442,757,True,2022,"Interesting place, as soon as you drive into the small town/town of Herzogenaurach, you can smell the competition from the biggest sporting goods giants in the whole world, respect",Competitor Outlet,competitor,
443,321,True,2023,"Well signposted, sufficient parking spaces available. Good range including reduced offers.",Competitor Outlet,competitor,
444,480,True,2023,Prices are really good,Competitor Outlet,competitor,
445,1819,True,2020,"Very messy. As with rummaging tables, the goods are lying around everywhere, but in this case under the clothes racks. The staff was visibly overwhelmed.",Competitor Outlet,competitor,
446,1883,False,2023,"There are real promotions that you can only dream about in Poland. There is always a large selection, so if you want to make larger purchases, I recommend it only there",Competitor Outlet,competitor,
447,976,True,2023,"Extensive offering, great prices and friendly staff. There are enough parking spaces available. A visit is definitely worth it.",Competitor Outlet,competitor,
448,648,True,2019,"Really stylish outlet with some absolutely top prices! Nevertheless, always compare with prices on the internet!",Competitor Outlet,competitor,
449,1563,True,2023,"Not what it used to be for a long time. Real bargains... none... unless you wear clothing size ""xs"" or ""xxl"". Only B and C goods from last season. It now has more of a rummaging table atmosphere. It's a shame... we actually always enjoyed being there.",Competitor Outlet,competitor,
450,557,False,2023,"First of all: I am NOT a fanboy of this or any other brand. I'm 54 years old and lead a quiet, contented, slightly sporty life. Now onto my purchasing experience with PUMA this weekend. I'm not judging the range, the quality, or the great …",Competitor Outlet,competitor,
451,1633,True,2023,"I think there could be a bit more selection, I'm a regular customer and like to shop when there's a 20% discount again. Nice shoes to choose from.",Competitor Outlet,competitor,
452,151,True,2023,"Modern, clear and large outlet.
So far I've always found something there.
The staff is very nice and the outlet makes a good, well-stocked impression. So far it has never been extremely crowded, which I particularly liked.",Competitor Outlet,competitor,
453,1156,False,2023,Free parking. Bargains are possible. Prices acceptable.,Competitor Outlet,competitor,
454,396,False,2023,"Good prices and selection, although probably not always the latest range. If that doesn't bother you, you can get a bargain",Competitor Outlet,competitor,
455,1611,False,2023,Friendly and helpful staff. Good prices for nice clothes.,Competitor Outlet,competitor,"Hi Susan!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
456,1127,True,2023,"Large selection and good prices - simply great. You can also drink wonderful coffee there and eat the best bowls, salads and burgers. The restaurant's outdoor area invites you to sit in the sun.",Competitor Outlet,competitor,
457,1286,True,2023,Very cleanly run store. Ideal for bargains. Clothing and shoes available in all sizes. Very clear and not too crowded. Payment is quick as there are enough cash registers. More than enough parking available. For me it's a regular must-visit where I always find something for myself. Definitely worth a visit.,Competitor Outlet,competitor,
458,1305,True,2023,"Really great, there are enough parking spaces, you can get a bargain or two. A lot of English is spoken in the Puma store, but also German. The gentlemen at the checkout and the lady giving advice were very nice and helpful.",Competitor Outlet,competitor,
459,1875,True,2023,"Once and never again. I go to a specialist store because I want professional advice at these prices. The saleswoman barely speaks German, can't offer me any advice, and doesn't know any technical terms like nitro or damping. The only thing …",Competitor Outlet,competitor,
460,683,True,2023,Unbelievable selection of goods at very favorable prices..,Competitor Outlet,competitor,"Miss you, Ildiko!

Thank you very much for your feedback and it's great to know that you had such a …"
461,1653,True,2023,Charging stations at Puma in Herzogenaurauch were misused as parking spaces 😏 the free ones on the right were switched off 🙈 …,Competitor Outlet,competitor,
462,15,True,2023,There are a few things on offer that are reasonably priced and they are very cute,Competitor Outlet,competitor,
463,283,False,2023,"Prices are enormous.
There are no “normal sizes”. Mostly just m or xs. …",Competitor Outlet,competitor,
464,1412,True,2020,Always happy to shop at the Dassler brothers,Competitor Outlet,competitor,
465,1982,False,2023,Good store. Big choice,Competitor Outlet,competitor,
466,974,True,2023,"The Puma sportswear hall, of course, needs no introduction. There is a wide variety of clothes and shoes that satisfy all tastes, the prices are reasonable, and the staff was very friendly.",Competitor Outlet,competitor,
467,906,True,2023,We go to the outlet a few times a year because the brand store usually has the latest items that are often sold out online after a few days. And jerseys are also flocked. The staff is usually super friendly and helpful too. …,Competitor Outlet,competitor,
468,1728,True,2023,"Actually always OK and good for bargains, but not on the weekend and especially not when there is some “promotion/sale”. It's overcrowded with people who don't seem to know how to clean up, so people try wildly and leave things lying around, then it looks like the proverbial ""pig"". The employees are friendly and helpful.",Competitor Outlet,competitor,
469,1406,True,2023,Always really cool there - but in the end it's not that much cheaper than the RRP with local discount campaigns.,Competitor Outlet,competitor,
470,1979,True,2023,"There are a lot of products, there is a good selection of men's caps and tracksuits. The choice of shoes, oddly enough, is not very good. I would like more newer models",Competitor Outlet,competitor,
471,1650,True,2023,Always great here. Good prices. Free electric charging stations in the first row.,Competitor Outlet,competitor,
472,1348,True,2023,Shoes bought with 50% discount. Always a shopping experience.,Competitor Outlet,competitor,"Hi Pia!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
473,241,True,2023,"Lots of items, lots of choice. Some items are more or less well discounted. On the way to vacation in Austria, people always stop and shop here.",Competitor Outlet,competitor,
474,1816,True,2019,"Great store, gigantic offers 👍 …",Competitor Outlet,competitor,
475,131,False,2023,"I went shopping there with my family 2 weeks ago. We paid with the card, the first time the process was canceled by the card machine, the second time the payment worked. When we were at home and I opened my savings bank app, I found that …",Competitor Outlet,competitor,
476,1753,True,2023,"Top selection, prices are okay, but the service leaves something to be desired",Competitor Outlet,competitor,
477,1826,True,2023,"Very large and nicely tidy store. However, few offers",Competitor Outlet,competitor,
478,245,True,2023,A relatively small outlet where both I and my companion found what they were looking for.,Competitor Outlet,competitor,
479,1458,True,2023,"Cool place!👍Excellent product, high quality and quite inexpensive! Super! Made my purchases! Very satisfied. Recommend! …",Competitor Outlet,competitor,
480,1957,True,2023,Very nice big store prices of course I want cheaper,Competitor Outlet,competitor,
481,1509,True,2023,Great place for bargains.,Competitor Outlet,competitor,"Hey Sebastian,

We look forward to your feedback and your great experience in our store. The entire PUMA Store team can't wait to welcome you back. We hope you'll visit us again soon 😊 …"
482,844,True,2023,"The staff is mostly very unmotivated, but friendly when you have questions. Older lady (cashier) very snippy to almost every customer and extremely slow.
A number of parking spaces and the sorting of goods is relatively clear.",Competitor Outlet,competitor,
483,324,False,2024,Always good.,Competitor Outlet,competitor,"Hi Claus!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
484,1003,True,2023,"You can always find something here, and the prices are sometimes very good",Competitor Outlet,competitor,
485,1755,True,2023,"Very nice and spacious outlet....however, many clothing items are only interesting in terms of price if there are only marginal sizes...XS and S....in normal ranges the price is then significantly different...",Competitor Outlet,competitor,
486,1168,False,2023,Great stuff at good prices,Competitor Outlet,competitor,"Hey Michaela,

We look forward to your feedback and your great experience in our store. The entire PUMA Store team can't wait to welcome you back. We hope you'll visit us again soon 😊 …"
487,250,True,2023,"Selection is okay, I don't think the prices are necessarily cheap for an outlet, it looks more like a normal Puma store. Parking is good on site.",Competitor Outlet,competitor,
488,288,True,2023,"Great, my two Kungs shopped there",Competitor Outlet,competitor,"Hi Christian!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
489,1171,True,2022,I love this store and have been visiting it regularly since I first visited the old store in 2002. Puma is my trusted brand.,Competitor Outlet,competitor,
490,1114,True,2023,"Very large, lots of choice, prices fluctuate, sometimes very good, sometimes utopian. But it's stylish... For the size, the variation could perhaps be a bit larger, but I'm perhaps being picky.",Competitor Outlet,competitor,
491,1218,True,2021,I would like more outlets,Competitor Outlet,competitor,
492,658,True,2020,Very large selection. Low prices,Competitor Outlet,competitor,
493,1558,True,2023,I was a little disappointed with the offer and the prices... but everyone feels differently. For me the visit is not worth it. 👎 …,Competitor Outlet,competitor,
494,1236,True,2024,One word super,Competitor Outlet,competitor,"Hey there, Necati!

We just wanted to say a big thanks for picking PUMA! Your feedback means a lot …"
495,28,False,2023,Quality of service and excellent price-to-goods ratio.,Competitor Outlet,competitor,
496,1364,True,2023,"Nice shop, advice is subpar for a specialist shop, not even the basics of their own brand are known",Competitor Outlet,competitor,
497,32,True,2019,"I didn't find anything today. Sometimes special offers in the city of Nuremberg are even cheaper or search online.reno, deichmann etc.",Competitor Outlet,competitor,
498,1831,True,2022,The place is nice and interesting. The clothes and shoes are very good and the prices are quite cheap.,Competitor Outlet,competitor,
499,1110,True,2023,"I love Puma and I'm really happy to have visited their headquarters, the store is large and the prices are affordable, my wife and I had a lot of fun. Before shopping we drank an excellent coffee at the bar restaurant next to the store; …",Competitor Outlet,competitor,
500,870,False,2019,We go there 3 or 4 times a year. The discounts are great and you can really save a lot of money. The staff are also very friendly. The only complaint is that there aren't enough changing rooms when it's full.,Competitor Outlet,competitor,
501,1749,True,2023,The route is hardly signposted and the offerings are good but not overwhelming.,Competitor Outlet,competitor,
502,753,True,2023,"Good prices, great selection, friendly staff",Competitor Outlet,competitor,
503,130,True,2021,Good opportunity to get many items cheaply over a large area.,Competitor Outlet,competitor,
504,1783,True,2023,That’s how it goes when it comes to the “outlet” issue,Competitor Outlet,competitor,"Hey Viola,

A big thank you for choosing PUMA and sharing your thoughts with us. We are …"
505,1981,True,2023,Excellent outlet for 60 euros bought 2 pairs of sneakers. Dogs allowed,Competitor Outlet,competitor,
506,1956,True,2024,Great shoes at a good price👍 …,Competitor Outlet,competitor,"Hey Виктория,

We really appreciate your feedback, and we're thrilled to hear that you had such …"
507,854,True,2023,"Great store, good prices",Competitor Outlet,competitor,
508,1722,True,2023,"Rather weak compared to the Adidas store.
80% clothing from S to L.
Lots of children's things.
Not great for bargain hunters...",Competitor Outlet,competitor,
509,376,False,2023,Years ago we used to go shopping here with my family in bulk. Now I stopped here after a long time and found out that the selection here is limited. It used to be much bigger and better.,Competitor Outlet,competitor,
510,1119,True,2024,Great offers,Competitor Outlet,competitor,"Hi Maximilian!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
511,1105,True,2023,"Very good selection! Despite everything, it always takes a little bit of luck to find what you like!",Competitor Outlet,competitor,
512,1235,False,2023,"Very nice selection, the prices with the discount campaign were also good. But the best thing is simply the saleswoman with the colorful hair, an amazing charisma, so incredibly sweet and despite there being so much going on, she had …",Competitor Outlet,competitor,
513,569,False,2023,Great 👟 and other items that are affordable for those on a small budget will be checking back often. Highly recommended (nice staff) …,Competitor Outlet,competitor,
514,1093,False,2020,"A beautiful, modern and exciting place, I look forward to seeing you again, nice service",Competitor Outlet,competitor,
515,1090,True,2023,Outlet is a good size and has almost everything. Anyone looking for something unusual will find what they are looking for in the concept store. What wasn't so cool was that the ceiling light in some changing rooms was broken and the return …,Competitor Outlet,competitor,
516,646,False,2023,"When traveling through Croatia we always stop at the Puma Outlet, you can always find something in your size if you're lucky",Competitor Outlet,competitor,
517,539,False,2023,"I've been shopping at Puma several times. I actually wanted new sports shoes for running, but this time there wasn't anything in the range that really appealed to me. What was a little frightening this time was that the vandals had probably …",Competitor Outlet,competitor,
518,366,True,2023,"Ample parking, attractive decoration of the items, friendly staff

Regardless of the brands, I find this to be the most appealing of the outlets in Herzogenaurach in terms of appearance and decoration.",Competitor Outlet,competitor,
519,647,True,2023,"Based on the idea and conception, the outlet would have earned 5 stars. Unfortunately, at least on Saturday, there is a total understaffing for the number of visitors. On the 1st floor I only found 2 employees who had to advise, tidy up and …",Competitor Outlet,competitor,
520,13,True,2022,"I just noticed this now, so I'll correct my rating. We were really happy to go shopping here.
Parking great. No problems. No queue. …",Competitor Outlet,competitor,
521,1112,True,2023,"Changing offers, good prices and a reasonable selection of products",Competitor Outlet,competitor,
522,993,False,2023,We visited on a Monday morning. Was little attended. Selection and prices unbeatable. Friendly staff,Competitor Outlet,competitor,
523,1776,True,2023,Prices are so-so...,Competitor Outlet,competitor,"Hey there, Viatseslav,

We really appreciate you picking PUMA and sharing your thoughts with us. We …"
524,410,True,2023,I'm more for the brother who founded Adidas,Competitor Outlet,competitor,
525,469,False,2023,Very friendly service and really good things to buy,Competitor Outlet,competitor,
526,1917,True,2019,"Great for shopping, perfect as an addition to the Adidas or Sport Hoffmann outlet.",Competitor Outlet,competitor,
527,300,True,2023,"I didn't want to come at first, but I was so surprised by the sizes that even if you're chubby you can really shop there! But the staff is what makes the store special! EVERYONE was super friendly and had a normal figure, and some, like me, …",Competitor Outlet,competitor,
528,1024,True,2023,I am very pleased. Salespeople are very friendly and helpful. I'll definitely take a look again. Really worth 5 ⭐️ ⭐️ ⭐️ ⭐️ ⭐️!!!,Competitor Outlet,competitor,
529,21,True,2023,Nice and friendly staff. They are very happy to help. Reasonable prices and very good quality!,Competitor Outlet,competitor,
530,1152,True,2023,Modern and functionally furnished but hardly any offers. So not a typical outlet.,Competitor Outlet,competitor,
531,124,True,2023,"Here I describe the PUMA online store. He is one of the best there is. Above all, if you need/want to get in touch, it's a great experience. This is not the case with most other online stores. The service is generally excellent, the …",Competitor Outlet,competitor,
532,1977,True,2024,"Large store, large selection of sportswear, great prices.",Competitor Outlet,competitor,
533,1511,True,2023,Good outlet with a good selection. You can get some bargains here.,Competitor Outlet,competitor,
534,1344,True,2023,"A huge multi-storey shop where everyone can find something for themselves and make a difference. The store is divided on the ground floor is the men's department, then you have the first floor where you can find both men's and women's …",Competitor Outlet,competitor,
535,1680,True,2024,Friendly would like to come back,Competitor Outlet,competitor,"Hey Thomas,

Thank you for your feedback. We are so pleased that you were able to feel the characteristic PUMA shopping vibe at the PUMA Outlet Herzogenaurach. Please visit us again soon 😊 …"
536,597,False,2023,"Today I went to the Puma outlet for the first time and I really liked it. There is a lot to choose from, well sorted and the items are easy to find. So far I've only been to the Adidas outlet but I liked it so much at Puma that I'll come back (24 km from home)",Competitor Outlet,competitor,
537,1512,False,2022,"Unfriendly employees. Won't go there again. Apparently, according to the first employee, there should be free FFP2 masks at the entrance because I only had a surgical mask. The employee at the entrance then said I should buy one at the supermarket as they didn't have any left. This could have been resolved in a friendlier manner.",Competitor Outlet,competitor,
538,1126,False,2023,"It's just impossible for the people in the Adidas outlet to be huge... Puma is a bit quieter there. You've definitely found what you're looking for when it comes to shoes and clothing. If you need something, you can usually find it there 😉
Staff Super friendly, little tip Register (Adidas/Puma) so you can save extra😋 …",Competitor Outlet,competitor,
539,771,True,2023,"You can always find something here, including one or two bargains!!",Competitor Outlet,competitor,
540,1328,True,2020,"Great prices, nice helpers. Always worth a stop.",Competitor Outlet,competitor,
541,1984,True,2020,"If you like sporting goods, you must come here.",Competitor Outlet,competitor,
542,337,True,2023,BIG ... space aa telimbi by car .... everything related to the brand can be found here ... even a small basketball court,Competitor Outlet,competitor,
543,1390,True,2023,"Nice outlet, unfortunately there were few offers when we visited. In comparison, the majority of the goods were almost regular price.",Competitor Outlet,competitor,
544,1893,True,2020,"Really great outlet. Finally I was still in the old one. There is really a lot to choose from and the current collection is even available in the shop next door. The prices are very acceptable for branded clothes. However, the underwear could be a little more for the price. I would love to come here again from Austria.",Competitor Outlet,competitor,
545,973,False,2023,"Unfortunately very bad customer service. I bought shoes two days ago that unfortunately didn't fit. When I tried to exchange them there was a lot of drama because the shoes had been worn ONCE. Would definitely recommend adidas, they are great!",Competitor Outlet,competitor,
546,1242,False,2022,Do I need to say anything else about the number of stars? No. So don't ask because I had nothing to complain about there. The fact that there are options in the changing rooms to charge your cell phone wirelessly says it all :),Competitor Outlet,competitor,
547,1258,True,2023,"Great advice from 2 blonde, younger saleswomen in the New Arrivals Shop on Wednesday, April 20th, 2022! Personal care would be taken to ensure that we received the items in our sizes. Great courteous service without being intrusive.",Competitor Outlet,competitor,
548,515,True,2023,"Super outlet from PUMA here can no, the competition actually has to learn a lot. …",Competitor Outlet,competitor,
549,1590,True,2023,"Super easy to reach. Friendly staff. Good selection at ok prices.
Unfortunately no “snappers” included.
Definitely worth a visit.",Competitor Outlet,competitor,
550,1341,True,2023,"A large selection of sports shoes and sports clothing at affordable prices. However, there are more sports shoes for men than for women. But that's ok. We found shoes here that we have never seen in any shoe store. You just look for a shoehorn in vain.",Competitor Outlet,competitor,
551,1734,True,2023,"As with the other competitors, it's hardly worth going there. Few offers",Competitor Outlet,competitor,
552,966,True,2022,"We were at the Puma Outlet today, March 5th, 2022. The outlet is modern and the selection of clothing and shoes is large. Unfortunately, I found the prices for an outlet to be quite expensive, but you could get better bargains at Adidas.",Competitor Outlet,competitor,
553,1323,True,2020,"You can't really complain, it's nice and big, well stocked, you'll always find good offers and nice staff, hence 5 stars.
Next door there is also a real store with the latest fashion at “normal” prices. …",Competitor Outlet,competitor,
554,1225,True,2023,"A great store that has great offers, a lot of selection and nice employees.",Competitor Outlet,competitor,
555,195,True,2023,"A good store, I liked it better than adidas. And the discount is real, I couldn’t even find it on the Internet at that price. You can walk from the LKW parking lots on both sides. Super!",Competitor Outlet,competitor,
556,908,False,2023,Clean and orderly. Good bargains are possible,Competitor Outlet,competitor,
557,935,False,2023,Good prices! You have to look for offers or discontinued ones,Competitor Outlet,competitor,
558,110,True,2022,"Very cool outlet! The store is well set up. Large selection and great prices, especially during sales. You can get really great and cheap bargains here. We saved a lot here and treated ourselves well :) Thumbs up!",Competitor Outlet,competitor,
559,575,True,2022,I found these shoes for my little boys at a very good price,Competitor Outlet,competitor,
560,526,True,2021,"Compared to other outlet brands, it has better prices, although it's all a matter of taste. A very modern store with a section at the beginning of the new season and then there is a larger room with the outlet offers. Personally I really …",Competitor Outlet,competitor,
561,1157,True,2023,A “must have” on the way back from the Alps. Great sportswear at some extremely affordable prices. Top!,Competitor Outlet,competitor,
562,1249,False,2023,Great outlet with an extensive range,Competitor Outlet,competitor,"Hi Nicole!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
563,845,False,2023,"Really big and top!!
Nice staff and the prices are great!
There is also very tasty food in the adjacent restaurant",Competitor Outlet,competitor,
564,1507,False,2023,It is closed and the information that the hours vary on holidays is not clear!!!,Competitor Outlet,competitor,
565,1682,True,2023,Surprisingly little selection and pretty high prices for a Qutlet!,Competitor Outlet,competitor,
566,1173,False,2021,"We recommend!
There are many different offers in the outlet store and even more discounts and unbeatable prices! …",Competitor Outlet,competitor,
567,821,False,2023,Mega big store. There is actually everything the heart desires or didn't yet know existed. What's really great is that there are a lot of charging stations for electric vehicles. Outside and in the parking garage! Top 🔝 …,Competitor Outlet,competitor,
568,1602,True,2023,"Nice outlet, but questionable whether there are really any snappers here. Lots of clothes and shoes at normal prices..",Competitor Outlet,competitor,
569,1612,False,2023,"Whenever we pass by in transit, we have to stop by Puma. Always a bargain to be found.",Competitor Outlet,competitor,
570,964,True,2022,"Finding a bargain here is a matter of luck. But you just need that every now and then. As a BvB supporter, this is a great place to go for sportswear from the club. We love coming and actually find something on every visit!",Competitor Outlet,competitor,
571,995,True,2020,Always good and there are always bargains to be found.,Competitor Outlet,competitor,
572,1791,True,2020,"Typical outlet. Very crowded on weekends. Large parking lot. You have to be very careful about the quality you get! Be sure to pay attention to seams and material! Some inferior goods. Staff cleans up neatly, well maintained.",Competitor Outlet,competitor,
573,1810,False,2023,"Great prices, great offer",Competitor Outlet,competitor,
574,485,True,2023,"Currently almost no football shoes in the outlet. Overall, no real snappers in the portfolio. Hard times 🤔 Otherwise modern, inviting shop. Overall, 3 stars are justified …",Competitor Outlet,competitor,
575,47,True,2020,"Large selection of this brand, sportswear and shoes, bags, etc. Prices are moderate. There is a large selection of both men's and women's assortments, as well as children's. Special thanks to our Russian-speaking girl from Omsk, if you …",Competitor Outlet,competitor,
576,1303,True,2024,Very good,Competitor Outlet,competitor,
577,1106,False,2023,"The salespeople are always nice and helpful, plus this very nice woman at the checkout with the amazing hair!!
All in all, always great to shop there!
😎😎😎👍👍👍👍👍👍 …",Competitor Outlet,competitor,
578,1107,False,2023,"Now a very nice Puma outlet, no comparison to before. The only problem is that customers with “normal” sizes (clothing and shoes) find very little choice. Everyone big and small: it's worth going. Everyone else: go to Adidas...",Competitor Outlet,competitor,
579,770,False,2022,"Prices are sometimes quite high for a company outlet. Unfortunately, golf is becoming less and less. Otherwise very nicely done, nice advisors. Definitely always worth a stop.",Competitor Outlet,competitor,
580,1898,False,2021,"The positive: sufficient parking spaces and an ok atmosphere. No advice. Selection limited. Many things that you find in the internet store are not available in the outlet. Prices are partly cheap, partly like elsewhere. Update on Saturday July 4th: only three of nine cash registers open. Long snake. Better not again.",Competitor Outlet,competitor,
581,1542,True,2023,Always happy to be there. Staff friendly and very helpful,Competitor Outlet,competitor,
582,1388,True,2023,"As always!
I really enjoy going to this outlet. I always find something at really great prices. …",Competitor Outlet,competitor,
583,1832,True,2021,"Currently open again. But you need a free appointment beforehand and have 45 minutes to shop. Always find a bargain. No matter whether for the children, the wife or yourself",Competitor Outlet,competitor,
