unique_id,customer_id,local_guide,date_year,text,text_response
418,146,True,2023,"A good choice, unfortunately for me, as a foreigner, even with a discount it’s a little expensive. There are other outlets nearby with promotions and sales, where you can find inexpensive, high-quality items. In general, sometimes the …",
419,919,True,2019,"Good assortment, very large store with excellent service and prices. At the Puma Germany Headquarters",
420,1404,True,2021,Short waiting time at the door. Disinfectant smells very good. Unfortunately the store is a bit untidy. Prices could also be better. Selection a bit thin.,
421,1625,False,2023,To remain so nice and helpful amidst all the hustle and bustle is admirable,"Hey Sylvia,

Thank you for your feedback. We are so pleased that you were able to feel the characteristic PUMA shopping vibe at the PUMA Outlet Herzogenaurach. Please visit us again soon 😊 …"
422,688,True,2024,Very nice and good offers,"Hi Ilyas!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
423,1186,False,2023,Unfortunately everything is overpriced and you get ripped off at the checkout 🙈👎 …,"Hi Milla,

Thank you for sharing your thoughts with us. Your feedback means a lot to us and …"
424,436,True,2023,"A large selection, discounts, everyone can find something for themselves at reasonable prices.",
425,1566,True,2023,"Everything's great, but not so good that you can get a bargain here!",
426,519,True,2022,"My heart already beats for Puma, but this is where my bargain finds its heart... whenever we're in the area we always stop by to browse",
427,1768,True,2023,"I am changing my review from 5 to 1. Because you are staying to work in Russia. I am from Ukraine, and I am sad for you. Adidas is number one for me. Do not buy any things there - do not finance the war",
428,17,False,2023,"Very full. Unfortunately, you have to look for bargains.","Hey Anne,

A big thank you for choosing PUMA and sharing your thoughts with us. We are …"
429,1873,True,2023,Every time I wanted to go out everything beeped because of an item I had bought there 2 years before. completely stupid,
430,1028,True,2023,"Shop here regularly, lots of offers","Hi Marika!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
431,1220,True,2023,"Very large selection of clothing, shoes etc.",
432,1422,True,2017,"Very well-stocked outlet store, although the selection of shoes could be larger.",
433,744,True,2023,The selection wasn't particularly large. I've already visited better-stocked Puma outlets,
434,1333,True,2019,Great selection and always good for a bargain!,
435,1308,False,2024,I just like the store...,"Hi Patrick!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
436,1087,True,2023,"The facility is great. Ample parking and clean.
There is more than enough shopping here. 2 stores that differentiate themselves, one offering new goods at normal prices and the other serving as a factor …",
437,1141,True,2023,"Questionable distance concept when signs ask for distance, but the path through the store is guided in such a way that distance is hardly possible. …",
438,962,True,2023,Lots of great offers at fair prices,
439,1974,False,2024,Huge choice. Many discounts. I recommend,"Hey there, Олег!

We wanted to drop you a quick note to say how much we appreciate your feedback. …"
440,809,False,2023,"Lots of choice, but some are still very expensive. There is a lot of underwear on offer for men, only 3 different packages for women, which was better a few years ago.",
441,1888,True,2022,Mega beautifully decorated outlet. Neat and good quality.,
442,757,True,2022,"Interesting place, as soon as you drive into the small town/town of Herzogenaurach, you can smell the competition from the biggest sporting goods giants in the whole world, respect",
443,321,True,2023,"Well signposted, sufficient parking spaces available. Good range including reduced offers.",
444,480,True,2023,Prices are really good,
445,1819,True,2020,"Very messy. As with rummaging tables, the goods are lying around everywhere, but in this case under the clothes racks. The staff was visibly overwhelmed.",
446,1883,False,2023,"There are real promotions that you can only dream about in Poland. There is always a large selection, so if you want to make larger purchases, I recommend it only there",
447,976,True,2023,"Extensive offering, great prices and friendly staff. There are enough parking spaces available. A visit is definitely worth it.",
448,648,True,2019,"Really stylish outlet with some absolutely top prices! Nevertheless, always compare with prices on the internet!",
449,1563,True,2023,"Not what it used to be for a long time. Real bargains... none... unless you wear clothing size ""xs"" or ""xxl"". Only B and C goods from last season. It now has more of a rummaging table atmosphere. It's a shame... we actually always enjoyed being there.",
450,557,False,2023,"First of all: I am NOT a fanboy of this or any other brand. I'm 54 years old and lead a quiet, contented, slightly sporty life. Now onto my purchasing experience with PUMA this weekend. I'm not judging the range, the quality, or the great …",
451,1633,True,2023,"I think there could be a bit more selection, I'm a regular customer and like to shop when there's a 20% discount again. Nice shoes to choose from.",
452,151,True,2023,"Modern, clear and large outlet.
So far I've always found something there.
The staff is very nice and the outlet makes a good, well-stocked impression. So far it has never been extremely crowded, which I particularly liked.",
453,1156,False,2023,Free parking. Bargains are possible. Prices acceptable.,
454,396,False,2023,"Good prices and selection, although probably not always the latest range. If that doesn't bother you, you can get a bargain",
455,1611,False,2023,Friendly and helpful staff. Good prices for nice clothes.,"Hi Susan!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
456,1127,True,2023,"Large selection and good prices - simply great. You can also drink wonderful coffee there and eat the best bowls, salads and burgers. The restaurant's outdoor area invites you to sit in the sun.",
457,1286,True,2023,Very cleanly run store. Ideal for bargains. Clothing and shoes available in all sizes. Very clear and not too crowded. Payment is quick as there are enough cash registers. More than enough parking available. For me it's a regular must-visit where I always find something for myself. Definitely worth a visit.,
458,1305,True,2023,"Really great, there are enough parking spaces, you can get a bargain or two. A lot of English is spoken in the Puma store, but also German. The gentlemen at the checkout and the lady giving advice were very nice and helpful.",
459,1875,True,2023,"Once and never again. I go to a specialist store because I want professional advice at these prices. The saleswoman barely speaks German, can't offer me any advice, and doesn't know any technical terms like nitro or damping. The only thing …",
460,683,True,2023,Unbelievable selection of goods at very favorable prices..,"Miss you, Ildiko!

Thank you very much for your feedback and it's great to know that you had such a …"
461,1653,True,2023,Charging stations at Puma in Herzogenaurauch were misused as parking spaces 😏 the free ones on the right were switched off 🙈 …,
462,15,True,2023,There are a few things on offer that are reasonably priced and they are very cute,
463,283,False,2023,"Prices are enormous.
There are no “normal sizes”. Mostly just m or xs. …",
464,1412,True,2020,Always happy to shop at the Dassler brothers,
465,1982,False,2023,Good store. Big choice,
466,974,True,2023,"The Puma sportswear hall, of course, needs no introduction. There is a wide variety of clothes and shoes that satisfy all tastes, the prices are reasonable, and the staff was very friendly.",
467,906,True,2023,We go to the outlet a few times a year because the brand store usually has the latest items that are often sold out online after a few days. And jerseys are also flocked. The staff is usually super friendly and helpful too. …,
468,1728,True,2023,"Actually always OK and good for bargains, but not on the weekend and especially not when there is some “promotion/sale”. It's overcrowded with people who don't seem to know how to clean up, so people try wildly and leave things lying around, then it looks like the proverbial ""pig"". The employees are friendly and helpful.",
469,1406,True,2023,Always really cool there - but in the end it's not that much cheaper than the RRP with local discount campaigns.,
470,1979,True,2023,"There are a lot of products, there is a good selection of men's caps and tracksuits. The choice of shoes, oddly enough, is not very good. I would like more newer models",
471,1650,True,2023,Always great here. Good prices. Free electric charging stations in the first row.,
472,1348,True,2023,Shoes bought with 50% discount. Always a shopping experience.,"Hi Pia!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
473,241,True,2023,"Lots of items, lots of choice. Some items are more or less well discounted. On the way to vacation in Austria, people always stop and shop here.",
474,1816,True,2019,"Great store, gigantic offers 👍 …",
475,131,False,2023,"I went shopping there with my family 2 weeks ago. We paid with the card, the first time the process was canceled by the card machine, the second time the payment worked. When we were at home and I opened my savings bank app, I found that …",
476,1753,True,2023,"Top selection, prices are okay, but the service leaves something to be desired",
477,1826,True,2023,"Very large and nicely tidy store. However, few offers",
478,245,True,2023,A relatively small outlet where both I and my companion found what they were looking for.,
479,1458,True,2023,"Cool place!👍Excellent product, high quality and quite inexpensive! Super! Made my purchases! Very satisfied. Recommend! …",
480,1957,True,2023,Very nice big store prices of course I want cheaper,
481,1509,True,2023,Great place for bargains.,"Hey Sebastian,

We look forward to your feedback and your great experience in our store. The entire PUMA Store team can't wait to welcome you back. We hope you'll visit us again soon 😊 …"
482,844,True,2023,"The staff is mostly very unmotivated, but friendly when you have questions. Older lady (cashier) very snippy to almost every customer and extremely slow.
A number of parking spaces and the sorting of goods is relatively clear.",
483,324,False,2024,Always good.,"Hi Claus!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
484,1003,True,2023,"You can always find something here, and the prices are sometimes very good",
485,1755,True,2023,"Very nice and spacious outlet....however, many clothing items are only interesting in terms of price if there are only marginal sizes...XS and S....in normal ranges the price is then significantly different...",
486,1168,False,2023,Great stuff at good prices,"Hey Michaela,

We look forward to your feedback and your great experience in our store. The entire PUMA Store team can't wait to welcome you back. We hope you'll visit us again soon 😊 …"
487,250,True,2023,"Selection is okay, I don't think the prices are necessarily cheap for an outlet, it looks more like a normal Puma store. Parking is good on site.",
488,288,True,2023,"Great, my two Kungs shopped there","Hi Christian!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
489,1171,True,2022,I love this store and have been visiting it regularly since I first visited the old store in 2002. Puma is my trusted brand.,
490,1114,True,2023,"Very large, lots of choice, prices fluctuate, sometimes very good, sometimes utopian. But it's stylish... For the size, the variation could perhaps be a bit larger, but I'm perhaps being picky.",
491,1218,True,2021,I would like more outlets,
492,658,True,2020,Very large selection. Low prices,
493,1558,True,2023,I was a little disappointed with the offer and the prices... but everyone feels differently. For me the visit is not worth it. 👎 …,
494,1236,True,2024,One word super,"Hey there, Necati!

We just wanted to say a big thanks for picking PUMA! Your feedback means a lot …"
495,28,False,2023,Quality of service and excellent price-to-goods ratio.,
496,1364,True,2023,"Nice shop, advice is subpar for a specialist shop, not even the basics of their own brand are known",
497,32,True,2019,"I didn't find anything today. Sometimes special offers in the city of Nuremberg are even cheaper or search online.reno, deichmann etc.",
498,1831,True,2022,The place is nice and interesting. The clothes and shoes are very good and the prices are quite cheap.,
499,1110,True,2023,"I love Puma and I'm really happy to have visited their headquarters, the store is large and the prices are affordable, my wife and I had a lot of fun. Before shopping we drank an excellent coffee at the bar restaurant next to the store; …",
500,870,False,2019,We go there 3 or 4 times a year. The discounts are great and you can really save a lot of money. The staff are also very friendly. The only complaint is that there aren't enough changing rooms when it's full.,
501,1749,True,2023,The route is hardly signposted and the offerings are good but not overwhelming.,
502,753,True,2023,"Good prices, great selection, friendly staff",
503,130,True,2021,Good opportunity to get many items cheaply over a large area.,
504,1783,True,2023,That’s how it goes when it comes to the “outlet” issue,"Hey Viola,

A big thank you for choosing PUMA and sharing your thoughts with us. We are …"
505,1981,True,2023,Excellent outlet for 60 euros bought 2 pairs of sneakers. Dogs allowed,
506,1956,True,2024,Great shoes at a good price👍 …,"Hey Виктория,

We really appreciate your feedback, and we're thrilled to hear that you had such …"
507,854,True,2023,"Great store, good prices",
508,1722,True,2023,"Rather weak compared to the Adidas store.
80% clothing from S to L.
Lots of children's things.
Not great for bargain hunters...",
509,376,False,2023,Years ago we used to go shopping here with my family in bulk. Now I stopped here after a long time and found out that the selection here is limited. It used to be much bigger and better.,
510,1119,True,2024,Great offers,"Hi Maximilian!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
511,1105,True,2023,"Very good selection! Despite everything, it always takes a little bit of luck to find what you like!",
512,1235,False,2023,"Very nice selection, the prices with the discount campaign were also good. But the best thing is simply the saleswoman with the colorful hair, an amazing charisma, so incredibly sweet and despite there being so much going on, she had …",
513,569,False,2023,Great 👟 and other items that are affordable for those on a small budget will be checking back often. Highly recommended (nice staff) …,
514,1093,False,2020,"A beautiful, modern and exciting place, I look forward to seeing you again, nice service",
515,1090,True,2023,Outlet is a good size and has almost everything. Anyone looking for something unusual will find what they are looking for in the concept store. What wasn't so cool was that the ceiling light in some changing rooms was broken and the return …,
516,646,False,2023,"When traveling through Croatia we always stop at the Puma Outlet, you can always find something in your size if you're lucky",
517,539,False,2023,"I've been shopping at Puma several times. I actually wanted new sports shoes for running, but this time there wasn't anything in the range that really appealed to me. What was a little frightening this time was that the vandals had probably …",
518,366,True,2023,"Ample parking, attractive decoration of the items, friendly staff

Regardless of the brands, I find this to be the most appealing of the outlets in Herzogenaurach in terms of appearance and decoration.",
519,647,True,2023,"Based on the idea and conception, the outlet would have earned 5 stars. Unfortunately, at least on Saturday, there is a total understaffing for the number of visitors. On the 1st floor I only found 2 employees who had to advise, tidy up and …",
520,13,True,2022,"I just noticed this now, so I'll correct my rating. We were really happy to go shopping here.
Parking great. No problems. No queue. …",
521,1112,True,2023,"Changing offers, good prices and a reasonable selection of products",
522,993,False,2023,We visited on a Monday morning. Was little attended. Selection and prices unbeatable. Friendly staff,
523,1776,True,2023,Prices are so-so...,"Hey there, Viatseslav,

We really appreciate you picking PUMA and sharing your thoughts with us. We …"
524,410,True,2023,I'm more for the brother who founded Adidas,
525,469,False,2023,Very friendly service and really good things to buy,
526,1917,True,2019,"Great for shopping, perfect as an addition to the Adidas or Sport Hoffmann outlet.",
527,300,True,2023,"I didn't want to come at first, but I was so surprised by the sizes that even if you're chubby you can really shop there! But the staff is what makes the store special! EVERYONE was super friendly and had a normal figure, and some, like me, …",
528,1024,True,2023,I am very pleased. Salespeople are very friendly and helpful. I'll definitely take a look again. Really worth 5 ⭐️ ⭐️ ⭐️ ⭐️ ⭐️!!!,
529,21,True,2023,Nice and friendly staff. They are very happy to help. Reasonable prices and very good quality!,
530,1152,True,2023,Modern and functionally furnished but hardly any offers. So not a typical outlet.,
531,124,True,2023,"Here I describe the PUMA online store. He is one of the best there is. Above all, if you need/want to get in touch, it's a great experience. This is not the case with most other online stores. The service is generally excellent, the …",
532,1977,True,2024,"Large store, large selection of sportswear, great prices.",
533,1511,True,2023,Good outlet with a good selection. You can get some bargains here.,
534,1344,True,2023,"A huge multi-storey shop where everyone can find something for themselves and make a difference. The store is divided on the ground floor is the men's department, then you have the first floor where you can find both men's and women's …",
535,1680,True,2024,Friendly would like to come back,"Hey Thomas,

Thank you for your feedback. We are so pleased that you were able to feel the characteristic PUMA shopping vibe at the PUMA Outlet Herzogenaurach. Please visit us again soon 😊 …"
536,597,False,2023,"Today I went to the Puma outlet for the first time and I really liked it. There is a lot to choose from, well sorted and the items are easy to find. So far I've only been to the Adidas outlet but I liked it so much at Puma that I'll come back (24 km from home)",
537,1512,False,2022,"Unfriendly employees. Won't go there again. Apparently, according to the first employee, there should be free FFP2 masks at the entrance because I only had a surgical mask. The employee at the entrance then said I should buy one at the supermarket as they didn't have any left. This could have been resolved in a friendlier manner.",
538,1126,False,2023,"It's just impossible for the people in the Adidas outlet to be huge... Puma is a bit quieter there. You've definitely found what you're looking for when it comes to shoes and clothing. If you need something, you can usually find it there 😉
Staff Super friendly, little tip Register (Adidas/Puma) so you can save extra😋 …",
539,771,True,2023,"You can always find something here, including one or two bargains!!",
540,1328,True,2020,"Great prices, nice helpers. Always worth a stop.",
541,1984,True,2020,"If you like sporting goods, you must come here.",
542,337,True,2023,BIG ... space aa telimbi by car .... everything related to the brand can be found here ... even a small basketball court,
543,1390,True,2023,"Nice outlet, unfortunately there were few offers when we visited. In comparison, the majority of the goods were almost regular price.",
544,1893,True,2020,"Really great outlet. Finally I was still in the old one. There is really a lot to choose from and the current collection is even available in the shop next door. The prices are very acceptable for branded clothes. However, the underwear could be a little more for the price. I would love to come here again from Austria.",
545,973,False,2023,"Unfortunately very bad customer service. I bought shoes two days ago that unfortunately didn't fit. When I tried to exchange them there was a lot of drama because the shoes had been worn ONCE. Would definitely recommend adidas, they are great!",
546,1242,False,2022,Do I need to say anything else about the number of stars? No. So don't ask because I had nothing to complain about there. The fact that there are options in the changing rooms to charge your cell phone wirelessly says it all :),
547,1258,True,2023,"Great advice from 2 blonde, younger saleswomen in the New Arrivals Shop on Wednesday, April 20th, 2022! Personal care would be taken to ensure that we received the items in our sizes. Great courteous service without being intrusive.",
548,515,True,2023,"Super outlet from PUMA here can no, the competition actually has to learn a lot. …",
549,1590,True,2023,"Super easy to reach. Friendly staff. Good selection at ok prices.
Unfortunately no “snappers” included.
Definitely worth a visit.",
550,1341,True,2023,"A large selection of sports shoes and sports clothing at affordable prices. However, there are more sports shoes for men than for women. But that's ok. We found shoes here that we have never seen in any shoe store. You just look for a shoehorn in vain.",
551,1734,True,2023,"As with the other competitors, it's hardly worth going there. Few offers",
552,966,True,2022,"We were at the Puma Outlet today, March 5th, 2022. The outlet is modern and the selection of clothing and shoes is large. Unfortunately, I found the prices for an outlet to be quite expensive, but you could get better bargains at Adidas.",
553,1323,True,2020,"You can't really complain, it's nice and big, well stocked, you'll always find good offers and nice staff, hence 5 stars.
Next door there is also a real store with the latest fashion at “normal” prices. …",
554,1225,True,2023,"A great store that has great offers, a lot of selection and nice employees.",
555,195,True,2023,"A good store, I liked it better than adidas. And the discount is real, I couldn’t even find it on the Internet at that price. You can walk from the LKW parking lots on both sides. Super!",
556,908,False,2023,Clean and orderly. Good bargains are possible,
557,935,False,2023,Good prices! You have to look for offers or discontinued ones,
558,110,True,2022,"Very cool outlet! The store is well set up. Large selection and great prices, especially during sales. You can get really great and cheap bargains here. We saved a lot here and treated ourselves well :) Thumbs up!",
559,575,True,2022,I found these shoes for my little boys at a very good price,
560,526,True,2021,"Compared to other outlet brands, it has better prices, although it's all a matter of taste. A very modern store with a section at the beginning of the new season and then there is a larger room with the outlet offers. Personally I really …",
561,1157,True,2023,A “must have” on the way back from the Alps. Great sportswear at some extremely affordable prices. Top!,
562,1249,False,2023,Great outlet with an extensive range,"Hi Nicole!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
563,845,False,2023,"Really big and top!!
Nice staff and the prices are great!
There is also very tasty food in the adjacent restaurant",
564,1507,False,2023,It is closed and the information that the hours vary on holidays is not clear!!!,
565,1682,True,2023,Surprisingly little selection and pretty high prices for a Qutlet!,
566,1173,False,2021,"We recommend!
There are many different offers in the outlet store and even more discounts and unbeatable prices! …",
567,821,False,2023,Mega big store. There is actually everything the heart desires or didn't yet know existed. What's really great is that there are a lot of charging stations for electric vehicles. Outside and in the parking garage! Top 🔝 …,
568,1602,True,2023,"Nice outlet, but questionable whether there are really any snappers here. Lots of clothes and shoes at normal prices..",
569,1612,False,2023,"Whenever we pass by in transit, we have to stop by Puma. Always a bargain to be found.",
570,964,True,2022,"Finding a bargain here is a matter of luck. But you just need that every now and then. As a BvB supporter, this is a great place to go for sportswear from the club. We love coming and actually find something on every visit!",
571,995,True,2020,Always good and there are always bargains to be found.,
572,1791,True,2020,"Typical outlet. Very crowded on weekends. Large parking lot. You have to be very careful about the quality you get! Be sure to pay attention to seams and material! Some inferior goods. Staff cleans up neatly, well maintained.",
573,1810,False,2023,"Great prices, great offer",
574,485,True,2023,"Currently almost no football shoes in the outlet. Overall, no real snappers in the portfolio. Hard times 🤔 Otherwise modern, inviting shop. Overall, 3 stars are justified …",
575,47,True,2020,"Large selection of this brand, sportswear and shoes, bags, etc. Prices are moderate. There is a large selection of both men's and women's assortments, as well as children's. Special thanks to our Russian-speaking girl from Omsk, if you …",
576,1303,True,2024,Very good,
577,1106,False,2023,"The salespeople are always nice and helpful, plus this very nice woman at the checkout with the amazing hair!!
All in all, always great to shop there!
😎😎😎👍👍👍👍👍👍 …",
578,1107,False,2023,"Now a very nice Puma outlet, no comparison to before. The only problem is that customers with “normal” sizes (clothing and shoes) find very little choice. Everyone big and small: it's worth going. Everyone else: go to Adidas...",
579,770,False,2022,"Prices are sometimes quite high for a company outlet. Unfortunately, golf is becoming less and less. Otherwise very nicely done, nice advisors. Definitely always worth a stop.",
580,1898,False,2021,"The positive: sufficient parking spaces and an ok atmosphere. No advice. Selection limited. Many things that you find in the internet store are not available in the outlet. Prices are partly cheap, partly like elsewhere. Update on Saturday July 4th: only three of nine cash registers open. Long snake. Better not again.",
581,1542,True,2023,Always happy to be there. Staff friendly and very helpful,
582,1388,True,2023,"As always!
I really enjoy going to this outlet. I always find something at really great prices. …",
583,1832,True,2021,"Currently open again. But you need a free appointment beforehand and have 45 minutes to shop. Always find a bargain. No matter whether for the children, the wife or yourself",
584,437,True,2023,"You can do it, but there's nothing special.",
585,1698,True,2023,Very nice with real outlet prices,
586,1230,False,2023,"Friendly, competent and helpful employees. For promotions (discount flyers in the mailbox), it is better to come during the week as there is a lot going on at the weekend.",
587,488,True,2022,"I really liked it here. I was surprised by the variety of articles, which are all well sorted by sport. A big compliment also to the nice salespeople/advisors.",
588,1930,True,2023,"Super good selection and often mega cheap offers, e.g. 30% extra on reduced goods then a shirt costs €8 or a pair of shorts €5.50, otherwise such low prices and beautiful things.",
589,1301,True,2023,I found the selection of running shoes to be rather poor and I have found better deals in other stores,
590,1636,True,2023,"I really liked the store! Low prices, wide range, excellent quality. Polite pleasant staff.",
591,1635,True,2019,"I got great golf clothing here, large selection and very nice service!
It wasn't too much work for the ladies to pick out everything I wanted! Therefore 5 stars for everything! …",
592,1879,True,2023,Nice outlet at the Puma headquarters. Would love to come back,"Hi JChri!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
593,991,True,2022,Friendly staff! Prices are okay. But you can sometimes get it like that in normal stores. The latest models are always on sale straight away 👍 …,
594,1349,True,2023,On 2 floors you will find something for the whole family and of course there is also a brand store. There was another discount on the sale. It's worth a visit,
595,1617,True,2023,"As a sports shop, it's completely bankrupt, not even Dirk Nowitzki can find clothes that are 2-3 xl, not even shoe size 47",
596,916,True,2022,"Getting there is super easy from the A3.
There are more than enough parking spaces!
There would also be something to eat. …",
597,705,True,2020,Good selection of sportswear with good discounts,
598,1630,True,2019,"The outlet prices are no cheaper than in a store in town.
When you add in the gas money and the time, it's not worth driving to an outlet at all. …",
599,816,False,2023,Great clothes and shoes and very enthusiastic service,
600,463,True,2018,"Good prices, excellent product.",
601,583,False,2023,"You have to have been there to see the entire Puma area, which is very well designed and architecturally successful, with an outlet, office buildings with outdoor facilities, and access with parking spaces. The Food Store is also very …",
602,652,False,2022,"The store is very chaotic, unclean and the staff seems to be completely overwhelmed due to the lack of employees. Only one or two salespeople are responsible for advice while the cash registers are full. You're better off with Adidas and Nike.",
603,1912,True,2023,Large and well priced selection of clothes. Sometimes the right size is no longer available.,
604,669,True,2018,"A great shop and great prices. I particularly liked the selection that is based on specific vehicle manufacturers. There were shoes, T-shirts and motorsport bags from BMW Mercedes and Ferrari. Really special products that are difficult to find in normal stores.",
605,108,True,2023,"Top advice, top products, great selection, great store design, there are great parking spaces and even 4 free charging stations for the car! I'd love to come back! Top! Even though I like Adidas... it's already better than the Adidas store...",
606,949,True,2023,"Good prices and lots of selection.
Unfortunately not everything is always in the right sizes",
607,1607,True,2020,"You can get some really good bargains here.
Some salespeople seem rather listless and would rather chat than help.
But overall it's okay.",
608,106,True,2020,Excellent. Very good prices.,
609,1561,True,2022,"Unfortunately, nothing was found across the board...neither for children nor for adults...there were no bargains to be found in the sale corner, only leftovers...you have to be lucky to find a suitable size. In my opinion, the outlet is just a larger store...unfortunately.",
610,718,True,2023,Wasn't quite as crowded as we thought and got some bargains,
611,360,True,2023,Selection relatively small/prices rather normal...,
612,1499,True,2023,"Good clothes and good prices, friendly staff, you can always find something, very happy to come back",
613,147,True,2022,"Reasonable, not really great. Some items were well discounted, but many were still very expensive",
614,1968,True,2023,"We were there on the weekend, and there were sooooo many people. Maybe on weekdays it’s easier.",
615,1729,True,2024,Nice shop,"Hi Udo!

A big thank you for choosing PUMA. Your feedback means a lot to us and we look …"
616,696,False,2023,"If I don't have to drive to Herzogenaurach, you can also go to the Village in Ingolstadt",
617,264,False,2022,"You CAN get bargains here...
But especially for the Motorsport Collection, ea is mostly a joke.
Alleged RRP prices are printed on the labels, which are not the case.
You can get 90% of things online for the same price and stress-free.",
618,1606,True,2023,"Too few staff, shoes lying around everywhere, cabins full of rubbish (this is the fault of the visitors),
Mountains of untidy clothes...it's a shame, it would be a great store.",
619,1182,True,2019,"Definitely worth a visit. The only reason I deducted a star is because I thought that the selection of sports equipment (golf, fitness, etc.) should be larger in an outlet of this size.",
620,586,True,2019,Unbeatable prices and always a good selection,
621,1644,False,2023,"Excellent store, staff, assortment for every taste. Nice prices and promotions.",
622,1649,False,2017,"Large, very clear and well-stocked outlet with reasonable prices and good promotions (2+1). You can find your way around straight away, the prices are reasonable and there is something for everyone. The staff are very friendly and helpful. …",
623,882,False,2022,"I am willing to pay for good products. But when I see that these are produced in a country where an employee earns the equivalent of 15.00 euros a month and a piece of clothing for children costs 52.00 euros in your Puma outlet shop, I am …",
624,938,True,2023,Very nice outlet. Everything perfectly sorted. Very clear. And you can still get bargains.,
625,149,True,2019,"Some of them are absolutely top prices and my impression is that the quality is still right. Partial reduction of 80%. This makes you wonder, were the products really once worth that much? …",
626,507,True,2018,The prices are unexpectedly high and no B goods are sold. Only last season and discontinued models were. …,
627,913,False,2023,Very reasonable prices!! I especially enjoy buying children's and baby clothes there!,
628,1565,True,2023,"Great outlet, good offers!",
629,729,True,2023,"Not far from Adidas Outlet, only 5 to 10 minutes by bus.
The sizes are very consistent, and the crowds are much less than Adidas Outlet~
There are many co-branded products between PUMA and AMG and BMW car manufacturers.",
630,590,True,2023,Mega selection. Unfortunately not much for whole guys (XXXL). I was still able to find something.,
631,714,True,2022,"Unfortunately not like it was a few years ago. There were still real outlet prices there. Well, since I don't have any other way to go, I still like to shop there again and again.",
632,1466,True,2021,"Good opportunity for Puma fans to stock up on discounted items in good quality and at reasonable prices. Some people even drive several hundred kilometers to shop here. We think that's a bit exaggerated, but everyone has to know what …",
633,1592,False,2023,Cool outlet not as crowded as the neighbor's. I would have liked more running wear. Prices were good too,
634,717,True,2023,Cool furnishings and there is always at least one bargain to be had here.,
635,1062,True,2023,"Yes, I expected more, better offers. Didn't convince me",
636,1117,True,2023,Not enough baby clothes for our daughter,
637,1099,True,2020,"As always, absolutely great prices, great selection and, above all, lots of nice employees!! You can buy last year's models, discontinued models due to a change in product range or design, as well as the latest shoes, clothes or accessories …",
638,1350,True,2020,"Great outlet with great bargains. We found some good bargains and snapped them up. Good parking options.
To all the constant critics: If you expect to find exactly your ""object of …",
639,850,False,2020,Was shopping there today. They were nice clothes at good prices. Unfortunately I was charged more than I bought. Unfortunately I only noticed it when I got home when I looked at the receipt. A pity. This shouldn't happen,
640,421,True,2023,"It's best to go without expectations.
Sometimes there are good offers and sometimes hardly any.",
641,1038,True,2023,"Unfortunately not so good anymore
The price is also no longer that attractive
Unfortunately it has subsided",
642,1748,False,2023,"Very nice staff, you can get good bargains here.",
643,371,True,2023,"Can someone explain to me this 4.4 🌟 there is only rubbish, poor quality and if you are looking for football boots, well every intersport has more of everything. Just pathetic, please don't take a detour for it! …",
644,1030,True,2023,"👍👍👍👍🤙
Outlet, Puma Way 1b, 91074 Herzogenaurach …",
645,1694,True,2022,"I like this outlet. Always has good offers, especially shoes in large quantities. In my opinion you are more likely to find a bargain here than at Adidas 😉 …",
646,271,True,2018,"We've bought quite a few bargains there. Large yet clear store. Staff is friendly and helpful. Plenty of parking spaces right in front of the outlet, what more could you want?",
647,1116,True,2020,"It's great here :) although it's always crowded on weekends and evenings, but that's to be expected.
There is a large parking lot and always great offers! What more do you want?!",
648,1560,True,2023,"Poorly sorted, size information on the hanger is often not identical to the item. Standard item but nothing extraordinary. Golf department on the upper floor consisted of 3 models of golf shoes.",
649,1240,True,2023,The employees are nice and I found what I wanted for a good price. What more do you want,
650,1960,False,2023,"Large selection, promotions when purchasing several units of goods.",
651,489,True,2019,"If you're lucky, you can get one or two bargains here.
Regardless of whether it's football or running, the selection is good and the prices, typical of an outlet, are unbeatable. …",
652,1795,True,2021,"Unfortunately we expected more.
Probably because we were at Adidas before. Small shop. Prices are sometimes much cheaper online. It doesn't cost anything to watch.
Selection is also pretty small.",
653,1288,True,2023,Absolute recommendation. It's crazy what discounts and prices there are here... Wow. Super cheap...always worth the trip,
654,1807,True,2022,Worth it… if you like sports gear from PUMA… 😂😂 …,
655,1479,False,2022,Always enjoy going there and finding what you're looking for. Very friendly staff. Everyone now buys sporting goods from Puma. And afterwards you can treat yourself to a very tasty burger. 😉 …,
656,1251,True,2019,"Didn't find any negative points about this place, it was tidy and you can find everything quickly, the selection was just right, I wasn't overwhelmed and always knew where the products were. Puma has its headquarters in this outlet, in the …",
657,1059,True,2023,"Cool outlet with all sports and leisure items from Puma at good prices.
And for electric cars, parking is free during opening hours",
